Compound,mz,rt,UM1850B_ANGDT_0.25_mL_36_1_4792,UM1850B_ANGDT_0.25_mL_36_1_4802,UM1850B_ANGDT_0.25_mL_36_1_4815,UM1852B_Coculture_42_1_4685,UM1852B_Coculture_42_1_4695,UM1852B_Coculture_42_1_4709,UM1852B_Coculture_42_1_4785,UM1850B_ANGDT_48_1_4782,UM1850B_ANGDT_48_1_4794,UM1850B_ANGDT_48_1_4823,UM1852B_Coculture_0.25mgml_19_1_4812,UM1852B_Coculture_0.25mgml_19_1_4819,UM1852B_Coculture_0.25mgml_19_2_4820
4839,442.220059333333,148.09,0,0,0,0,0,0,0,0,0,0,0,0,0
421,460.627822666667,141.04,0,0,0,0,0,0,0,2332.05,2582.93,2088.66,0,0,0
1065,685.016652666667,184.4,0,0,0,0,0,0,0,0,0,0,0,0,0
483,620.634209333333,143.72,0,0,0,1880.77,0,2151.63,0,0,0,0,0,0,0
554,602.981379333333,148.18,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,672.345356,164.3,0,0,0,13931.15,12861.94,13345.32,0,0,0,0,0,0,0
11351,395.163108,431.84,0,0,0,2126.29,2166.28,2218.54,0,0,0,0,0,0,0
2264,540.213108,330.58,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,430.158978,47.04,497.2,692.78,368.6,0,0,0,0,1227.9,1403.78,1104.12,0,0,0
2871,456.319858,50.12,0,0,0,0,0,0,0,0,0,0,0,0,0
3256,506.296958,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,504.267518,58.36,0,0,0,0,0,0,0,0,0,0,0,0,0
6474,545.328498,169.46,0,0,0,0,0,0,0,629.77,628.86,687.74,286.78,0,0
6473,505.223638,169.44,0,0,0,0,0,0,0,0,510.7,0,0,0,0
9847,667.382608,225.55,0,0,0,0,0,0,0,0,0,0,0,0,0
6808,489.248848,174.3,0,0,0,1854.72,1911.32,2323.31,0,0,0,0,0,0,0
3839,388.174028,134.16,0,0,0,0,0,0,0,0,0,0,0,0,0
7974,409.284598,190.28,0,0,0,0,0,0,0,631.04,685.38,854.37,0,0,0
4032,392.219878,138.06,0,0,0,0,0,0,0,596.88,529.98,0,0,0,0
2671,280.129948,47.61,0,0,0,3136.26,3379.68,4348.95,0,0,0,0,0,0,0
6854,521.204938,175.53,0,0,0,0,0,0,0,1293.19,1532.28,1975.44,0,0,0
5841,499.298628,162.12,0,0,0,0,0,0,0,0,0,0,0,0,0
9913,487.114888,228.55,0,0,0,647.45,822.63,739.13,0,0,0,0,0,0,0
9461,439.293398,218.42,0,0,0,0,0,0,0,0,0,0,0,0,0
6603,401.172998,172.69,0,0,0,2678.88,2605.6,2605.63,0,0,0,0,0,0,0
4289,315.056478,142.38,2396.37,2356.8,2416.53,0,0,0,0,2644.35,2544.28,2465.39,2730.35,2756.89,2316.51
8643,467.230798,200.33,0,0,0,0,0,0,0,256.5,0,0,0,0,0
3944,419.208328,135.96,0,0,0,0,0,0,0,0,0,0,0,0,0
9777,639.384758,224.11,0,0,0,0,0,0,0,0,0,0,0,0,0
6546,522.269478,172.15,0,0,0,1078.68,1109.61,1100.89,0,0,0,0,0,0,0
5429,383.234728,159.25,0,0,0,0,0,0,0,0,0,0,0,0,0
5832,499.165688,162.02,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,434.207858,46.71,1016.4,1044.97,839.77,0,0,0,0,2502.63,2642.23,2458.04,1055.8,1337.55,1286.9
7872,606.274708,189.14,0,0,0,0,0,0,0,0,0,0,0,0,0
8482,565.252468,198.53,0,0,0,0,0,0,0,541,431.3,598.39,0,0,0
10218,691.400398,236.07,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,537.269138,53.53,0,0,0,0,0,0,0,0,0,0,0,0,0
57,529.334198,50.43,0,0,0,0,0,0,0,893.01,798.93,798.73,0,0,0
4093,569.328108,140.32,0,0,0,0,0,0,0,0,0,0,0,0,0
11576,587.350918,482.95,0,0,0,0,0,0,0,0,0,0,834.69,698.43,608.64
6370,396.196538,168.07,0,0,0,0,0,0,0,0,847.39,976.43,0,0,0
8080,502.264698,192.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,663.317388,317.45,0,0,0,1422.3,1788.88,1643.13,0,0,0,0,0,0,0
1773,845.465508,228.12,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,267.097298,60.07,0,0,0,0,0,0,0,362.33,591.42,564.94,0,0,0
7372,534.227328,184.38,0,0,0,0,0,0,0,0,0,0,0,0,0
9228,562.8204226,213.03,0,0,0,0,0,0,0,0,0,0,0,0,0
10193,492.7778276,233.76,1881.06,1781.24,2150.67,0,0,0,0,6440.55,5863.5,7054.78,2875.38,2942.78,3082.71
4188,564.7924126,141.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,586.8111276,193.43,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,807.4700126,219.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,523.7630826,189.81,0,0,0,0,0,0,0,0,0,0,0,0,0
8025,779.8824226,194,0,0,0,0,0,0,0,0,0,0,0,0,0
678,607.2892626,156.78,0,0,0,0,0,0,0,0,0,0,0,0,0
7298,613.3618926,182.19,0,0,0,0,0,0,0,0,0,0,1059.43,1373.62,1199.02
507,611.3051226,145.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,659.8662226,200.25,0,0,0,0,0,0,0,0,0,0,0,0,0
236,485.2417326,62.53,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,736.5904826,161.8,0,0,0,7992.92,7932.03,8949.34,0,0,0,0,0,0,0
9874,741.3923676,227.04,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,550.2690476,185.59,0,0,0,0,0,0,0,0,0,0,2153.32,2379.94,2475.45
86,532.7777826,51.17,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,596.3601526,225.15,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,719.8880626,210.61,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,665.3217876,199.03,0,0,0,0,0,0,0,0,0,0,0,0,0
10815,442.6216726,278.82,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,784.9250876,232.45,0,0,0,0,0,0,0,0,0,0,0,0,0
949,656.7989726,176.54,0,0,0,0,0,0,0,1268.83,972.8,1227.4,0,0,0
895,601.8300676,170.45,0,0,0,0,1932.21,1887.48,0,0,0,0,0,0,0
10327,530.2967776,240.83,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,525.7777926,56.05,0,0,0,0,0,0,0,0,0,0,0,0,0
461,502.2531676,142.82,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,588.3627926,230.28,0,0,0,0,0,0,0,0,0,0,0,0,0
7939,691.3813176,192.19,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,601.8235876,168.79,0,0,0,0,0,0,0,0,0,0,0,0,0
3798,576.3012476,132.66,0,0,0,0,0,0,0,0,0,0,0,0,0
9232,581.7958426,213.27,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,669.3980276,232.18,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,542.2782676,249.1,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,582.3010276,136.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,684.3649726,210.49,0,0,0,0,0,0,0,0,0,0,0,0,0
9283,688.3641726,213.92,0,0,0,0,0,0,0,0,0,0,1755.39,1932.58,1761.38
9768,626.8465626,223.29,0,0,0,0,0,0,0,0,0,0,0,0,0
504,604.2960276,145.29,0,0,0,0,0,0,0,0,0,0,0,0,0
869,700.3753526,167.51,0,0,0,3117.92,2599.69,3032.67,0,0,0,0,0,0,0
1179,954.1708476,191.33,0,0,0,4720,4683.63,0,0,0,0,0,0,0,0
158,432.6844376,56.85,0,0,0,0,0,0,0,0,0,0,0,0,0
685,672.3680476,157.32,0,0,0,1028,992.25,964.28,0,0,0,0,0,0,0
700,777.8284826,158.16,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,236.6503876,55.64,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,779.3800626,194.19,0,0,0,0,0,0,0,0,0,0,0,0,0
10215,436.2517676,235.12,0,0,0,0,0,0,0,994.76,1040.05,1155.7,0,0,0
4327,522.2733976,141.79,0,0,0,1823.57,1507.57,1636.02,0,0,0,0,2824.57,2785.63,2063.15
1103,635.7650176,187.24,0,0,0,0,0,0,0,1246.07,1334.35,1291.66,0,0,0
772,536.7717976,161.88,0,0,0,0,0,0,0,0,0,0,0,0,0
7670,551.2987876,187.23,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,691.8595576,219.93,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,707.9214376,213.04,0,0,0,2622.69,2633.42,2935.58,0,0,0,0,0,0,0
6212,772.8529126,166.32,0,0,0,0,0,0,0,1328.14,1380.52,1151.38,0,0,0
1415,662.3664726,207.87,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,557.2910326,161.58,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,584.3249126,238.28,0,0,0,0,0,0,0,0,0,0,0,0,0
878,554.3001576,168.56,0,0,0,1963.48,1631.53,1373.23,0,0,0,0,0,0,0
1743,820.9561726,226.39,0,0,0,0,0,0,0,0,0,0,0,0,0
481,709.5889126,143.72,0,0,0,2102.8,1651.19,1846.39,0,0,0,0,0,0,0
1084,542.8414926,185.72,0,0,0,4053.08,4136.19,3678.88,0,0,0,0,0,0,0
1530,472.2060976,214.71,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,492.7798626,228.03,0,0,0,9029.92,8229.47,7071.36,0,0,0,0,0,0,0
125,617.8076376,54.95,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,603.3042226,207.71,0,0,0,0,0,0,0,0,0,0,0,0,0
808,592.8322626,163.61,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,766.9338526,210.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,879.5180676,234.96,0,0,0,0,0,0,0,0,0,0,0,0,0
645,526.7425726,154.12,0,0,0,1951.08,1686.61,2059.02,0,0,0,0,0,0,0
4926,496.7620326,151.28,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,734.2970676,60.87,571.63,472.02,541.55,0,0,0,0,1303.19,1466.59,1851.44,0,0,0
1575,597.3323576,217.35,0,0,0,0,0,0,0,0,0,0,0,0,0
401,525.7709426,140.4,0,0,0,0,0,0,0,0,0,0,0,0,0
649,525.7527376,154.46,0,0,0,0,0,0,0,0,0,0,0,0,0
319,494.7397226,134.06,0,0,0,0,0,0,0,0,0,0,0,0,0
67,520.2396176,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,578.7965826,139.52,0,0,0,0,0,0,0,0,0,0,0,0,0
726,528.2861826,159.74,0,0,0,0,0,0,0,0,0,0,0,0,0
8337,686.8995526,196.43,0,0,0,12366.52,13071.96,9754.77,0,0,0,0,0,0,0
1322,605.3712176,202,0,0,0,0,0,0,0,0,0,0,0,0,0
931,580.3274976,175.11,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,677.8223676,176.08,0,0,0,18482.17,16662.78,19299.21,0,0,0,0,0,0,0
6129,918.4041126,165.46,0,0,0,0,0,0,0,0,1448.03,1747.44,0,0,0
1261,646.3259726,197.08,0,0,0,0,0,0,0,0,0,0,0,0,0
9469,611.3465926,218.33,0,0,0,0,0,0,0,0,0,0,0,0,0
910,596.3227926,173.02,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,683.8218626,192.66,0,0,0,0,0,0,0,0,0,0,0,0,0
552,552.2659626,148.15,0,0,0,0,0,0,0,0,0,0,0,0,0
494,489.2539226,144.95,0,0,0,0,0,0,0,0,0,0,0,0,0
633,575.7867276,153.88,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,581.3528026,226.75,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,683.8797776,228.58,0,0,0,0,0,0,0,0,0,0,0,0,0
5779,736.3401076,162.51,0,0,0,2921.47,2531.34,3088.9,0,0,0,0,0,0,0
1585,665.3805276,217.81,0,0,0,0,0,0,0,0,0,0,0,0,0
6643,546.7839626,173.05,0,0,0,2438.61,2339.73,2322.8,0,0,0,0,0,0,0
7613,637.3721426,187.38,0,0,0,0,0,0,0,0,0,0,1963.95,1734.97,1861.8
1319,563.8099876,201.89,0,0,0,0,0,0,0,0,0,0,0,0,0
206,585.2713726,59.58,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,602.8356776,217.77,0,0,0,0,0,0,0,0,0,0,0,0,0
9572,548.8006776,219.81,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,624.8286976,205.31,0,0,0,0,0,0,0,0,0,0,0,0,0
7174,595.7975976,179.32,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,431.5608176,289.4,0,0,0,0,0,0,0,0,0,0,0,0,0
148,446.2491476,56.38,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,654.8807926,228.56,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,693.3918976,257.48,0,0,0,2022.87,2152.87,1881.75,0,0,0,0,0,0,0
1153,812.1225026,189.47,0,0,0,9322.57,6267.54,8388.45,0,0,0,0,0,0,0
1481,506.7774176,210.43,0,0,0,0,0,0,0,0,0,0,0,0,0
9669,435.7594576,221.44,2814.15,3740.43,3321.72,0,0,0,0,10033.26,9064.81,9782.23,4256.24,4594.33,4342.81
8379,630.3552526,197.5,0,0,0,2159.35,1606.44,2665.18,0,0,0,0,0,0,0
1313,419.7300976,201.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,675.3641926,229.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,662.8655226,210.53,0,0,0,0,0,0,0,0,0,0,0,0,0
310,436.6981276,133.72,0,0,0,0,0,0,0,0,0,0,0,0,0
10377,500.2961976,241.97,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,405.7268076,52.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,626.7554526,262.84,0,0,0,0,0,0,0,0,0,0,0,0,0
866,627.2812226,167.22,0,0,0,2291.79,2282.42,2880.12,0,0,0,0,0,0,0
1524,655.3521226,214.29,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,450.6097976,275.05,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,818.3436476,140.93,0,0,0,0,0,0,0,546.76,693.56,747.93,0,0,0
9885,612.3555026,227.54,0,0,0,0,0,0,0,0,0,0,0,0,0
10910,462.1135276,289.61,0,0,0,1905.26,1584.98,1978.44,0,0,0,0,0,0,0
3084,405.7260726,56.22,0,0,0,0,0,0,0,0,0,0,0,0,0
515,605.3037626,145.84,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,673.9061326,192.83,0,0,0,0,0,0,0,0,0,0,0,0,0
349,681.3201426,137.53,0,0,0,8060.93,7201.27,7775.14,0,0,0,0,0,0,0
415,647.8393826,140.74,0,0,0,2369.02,2603.75,2256.58,0,0,0,0,0,0,0
1205,626.8681676,192.81,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,627.3369376,216.78,0,0,0,0,0,0,0,0,0,0,0,0,0
622,667.8436326,152.87,0,0,0,0,0,0,0,0,0,0,0,0,0
597,543.7967476,151.43,0,0,0,2046.75,1844.97,1603.11,0,0,0,0,0,0,0
4433,567.2957226,144.75,0,0,0,0,0,0,0,0,0,0,0,0,0
4435,567.2960376,143.15,0,0,0,0,0,0,0,0,0,0,0,0,0
6440,545.3036276,170.72,0,0,0,5211.39,4621.66,4937.21,0,0,0,0,0,0,0
816,537.3149876,163.76,0,0,0,1292.85,943.62,1368.26,0,0,0,0,0,0,0
8171,501.2596726,195.48,0,0,0,0,0,0,0,0,0,0,0,0,0
9506,606.3320776,217.03,0,0,0,0,0,0,0,0,0,0,0,0,0
296,587.2918676,133.34,0,0,0,0,0,0,0,0,0,0,0,0,0
968,544.8110276,178.76,0,0,0,3204.39,3709.43,4346.56,0,0,0,0,0,0,0
1879,600.8598926,233.87,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,693.3654676,208.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,453.7138926,249.45,0,0,0,2637.42,2730.81,2819.29,0,0,0,0,0,0,0
10598,434.2649126,259.98,0,0,0,2588.28,2902.94,3049.29,0,0,0,0,0,0,0
1309,620.3690576,200.81,0,0,0,0,0,0,0,0,0,0,0,0,0
714,516.2672276,158.82,0,0,0,0,0,0,0,0,0,0,0,0,0
537,500.7697426,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0
929,407.6547176,174.83,0,0,0,0,0,0,0,0,0,0,0,0,0
8731,437.2666276,203.29,0,0,0,0,0,0,0,1761.27,1655.69,1901.29,0,0,0
6120,772.8531176,165.28,0,0,0,0,0,0,0,1543.47,1494.85,1457.43,0,0,0
9386,776.4270676,215.82,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,520.7575776,137.33,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,634.2272276,320.45,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,641.8648226,222.46,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,618.3254576,210.26,0,0,0,0,0,0,0,0,0,0,0,0,0
8409,654.3698126,199.27,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,768.8528926,141.63,0,0,0,2080.48,1623.25,1501.72,0,0,0,0,0,0,0
650,558.7814726,154.51,0,0,0,0,0,0,0,0,0,0,0,0,0
321,479.2409926,134.12,0,0,0,0,0,0,0,0,0,0,0,0,0
958,612.3526226,177.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,496.7455976,195.59,0,0,0,0,0,0,0,0,0,0,0,0,0
9938,484.2674676,227.47,0,0,0,2831.44,1667.39,2144.04,0,0,0,0,0,0,0
1060,628.8432576,184.26,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,521.2766876,142.88,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,721.3880026,220.28,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,783.9383676,239.21,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,643.3508576,210.62,0,0,0,0,0,0,0,0,0,0,0,0,0
7716,583.3375326,188.4,0,0,0,3609.9,3554.64,3482.53,0,0,0,0,0,0,0
497,632.3114626,145.1,0,0,0,0,0,0,0,0,0,0,0,0,0
523,661.3531626,146.78,0,0,0,0,0,0,0,0,0,0,0,0,0
498,596.3141776,145.15,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,537.7644476,156.72,1753.67,2102.56,1921.69,0,0,0,0,5710.8,5370.68,6337.53,0,0,0
10350,700.8850576,241.45,0,0,0,0,0,0,0,0,0,0,0,0,0
9596,477.2598626,220.27,0,0,0,0,0,0,0,1744.36,1601.27,1946.76,0,0,0
1562,609.3279926,217,0,0,0,0,0,0,0,0,0,0,0,0,0
653,584.3157776,154.87,0,0,0,0,0,0,0,0,0,0,0,0,0
9664,444.2714926,220.53,0,0,0,0,0,0,0,637.06,585.73,599.13,0,0,0
6294,619.0316776,167.18,0,0,0,0,0,0,0,1350.91,1350.89,1434.55,0,0,0
257,447.2296576,127.55,0,0,0,0,0,0,0,0,0,0,0,0,0
10207,484.2675626,233.74,0,0,0,3681.31,4051.42,3556.77,0,0,0,0,0,0,0
4235,768.8496626,141.06,0,0,0,0,0,0,0,928.14,1437.36,1671.54,0,0,0
9681,696.4014376,220.85,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,525.7773276,55.33,0,0,0,0,0,0,0,0,0,0,0,0,0
171,805.3051476,57.42,0,0,0,0,0,0,0,0,0,510.52,0,0,0
892,547.7937076,170.03,0,0,0,0,0,0,0,0,0,0,1622.41,1748.03,1842.82
1808,670.3939476,230.44,0,0,0,0,0,0,0,0,0,0,0,0,0
5859,587.3000676,162.33,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,474.7447276,213,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,550.271682,185.72,0,0,0,7874.13,9479.56,7270.31,0,0,0,0,0,0,0
8672,414.222102,202.77,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,300.668202,133.66,0,0,0,0,0,0,0,0,0,0,0,0,0
7614,637.374312,187.68,0,0,0,7934.83,7582.69,8234.63,0,0,0,0,0,0,0
2084,392.257782,279.18,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,464.267732,226.66,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,398.686002,196.7,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,669.893147,231.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,621.363897,206.2,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,763.352562,177.87,0,0,0,5201.94,5602.53,4253.41,0,0,0,0,0,0,0
1033,613.819367,183.17,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5238,359.1356,157.51,0,0,0,2950.8,2850.52,3292.56,0,0,0,0,0,0,0
4119,475.20113,141.52,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,405.20322,177.35,0,589.59,0,0,0,0,0,1986.46,1891.01,1887.58,0,0,0
11423,523.34193,450.45,0,0,0,0,0,0,0,0,0,526.77,0,0,0
8359,402.17157,197.83,0,0,0,0,0,0,0,0,0,0,0,0,0
11500,423.19486,467.67,2078.84,3605.48,3069.53,279.93,440.91,0,0,9471.54,10495.25,10653.25,2485.13,2496.37,2236.42
11095,498.20167,330.47,0,0,0,0,0,0,0,0,0,0,0,0,0
10666,449.07809,265.51,0,0,0,650.93,782.37,588.81,0,0,0,0,0,0,0
7071,510.32912,178.3,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,371.22267,158.19,2449.54,2539.06,2557.69,0,0,0,0,8385.44,7891.38,8615.69,2467.19,1865.15,1818.05
10587,606.32634,259.45,0,0,0,0,0,0,0,0,0,0,0,0,0
11367,520.18606,433.89,1581.74,1637.82,1414.86,0,0,0,0,4413.13,3443.07,4740.16,1334.81,1239.23,907.72
9214,227.12813,213.56,0,0,0,0,0,0,0,0,0,0,0,0,0
10592,368.94017,260.08,3327.77,3108.83,3241.66,0,0,0,0,4019.72,3578.25,3184.87,849.82,0,0
2794,477.20787,49.99,1152.87,1246,1159.66,0,0,0,0,3083.48,3095.52,3053.76,1114.54,1415.24,1429.7
4117,411.20522,141.49,0,0,0,0,0,0,0,0,0,0,0,0,0
10755,433.08285,274.62,0,0,0,1788.06,2291,2377.36,0,0,0,0,0,0,0
